Key,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01
1199342*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8695652173913043
100101*PRODUITS FINIS*INSTITUTIONAL*INSTITUTIONAL,111.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0
100110CO*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100110EK*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0,116.0
100110FG*PRODUITS FINIS*EBS CROSS-DIVISIONAL?*INTERCO,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
100110FG*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0,467.0
100171*PRODUITS FINIS*INSTITUTIONAL*INSTITUTIONAL,153.0,155.0,184.0,175.0,162.0,170.0,175.0,169.0,168.0
100174*PRODUITS FINIS*INSTITUTIONAL*INSTITUTIONAL,63.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
100191FG*PRODUITS FINIS*HEALTHCARE*HEALTHCARE,421.0,332.0,379.0,354.0,368.0,361.0,364.0,362.0,363.0
100191FG*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100191FG*PRODUITS FINIS*LIFE SCIENCES*LIFE SCIENCES,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
100194FG*PRODUITS FINIS*EBS CROSS-DIVISIONAL?*INTERCO,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
100194FG*PRODUITS FINIS*HEALTHCARE*HEALTHCARE,874.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0
100194FG*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0,729.0
100194FG*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT EUROPE,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
100337*PRODUITS FINIS*HEALTHCARE*HEALTHCARE,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
100987*PRODUITS FINIS*EBS CROSS-DIVISIONAL?*INTERCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100987*PRODUITS FINIS*HEALTHCARE*HEALTHCARE,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
100987*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,835.0,835.0,835.0,835.0,835.0,835.0,835.0,835.0,835.0
100987*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT EUROPE,41.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
100987BR*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0,696.0
100987CO*PRODUITS FINIS*HEALTHCARE*HEALTHCARE EXPORT,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0
1106302*PRODUITS FINIS*INSTITUTIONAL*INSTITUTIONAL,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
1199043*PRODUITS FINIS*INSTITUTIONAL*INSTITUTIONAL,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
1199342*PRODUITS FINIS*FRS*FRS,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
1199342*PRODUITS FINIS*HEALTHCARE*HEALTHCARE,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1199342*PRODUITS FINIS*INSTITUTIONAL*INSTITUTIONAL,52.0,245.0,335.0,376.0,395.0,404.0,408.0,410.0,411.0
